The Uji villa (the Eighth Prince's residence),"The mountain estate at Uji on the southeast margins of the capital — the descriptive and poetic heart of the final ten chapters (88 poems, Ch45–53), more richly evoked than any other location in the tale. It is the retreat of Hachinomiya, the Eighth Prince (Genji's estranged half-brother), who, after his capital residence burns and his court fortunes collapse, 'moved to an elegant country estate he owned on the outskirts of the capital at a place called Uji' (Hashihime, Ch45, 'The Divine Princess at Uji Bridge,' p.829). Its defining feature is the river: 'His villa at Uji was situated near a weir constructed of wooden posts and netting... This barricade increased the noise of the rapids, making the location less than ideal for a man who wanted to go into quiet retreat' (Ch45, p.829). Yet 'cherry blossoms, the autumn foliage, and the sounds of the river—these were the things that comforted his heart' (Ch45, p.829). The place-name itself resonates: a translator's note ties Uji, via a Kisen poem, to ushi, 'sorrow' — the 'mountain of sorrows,' with 'otherworldly associations.' Beside the grand capital houses the villa is austere, its 'wickerwork screens, which gave off the feel of being in a mountain village,' being 'distinctively simple' (Shiigamoto, Ch46, p.848). It stages the tale's most atmospheric scenes: Kaoru's first moonlit visit, when, peering through a wattle-fence gate, he sees 'the two sisters sitting just inside their raised blinds' across a 'misty garden, enchanting in the pale light of the moon' (Ch45, p.834), and the younger sister toys with a biwa plectrum — 'I may not have a fan, but I can still call forth the moon with this' (Ch45, p.835). The rapids are the villa's emotional keynote, 'drawing forth her tears' so that grief seems to merge with 'the current of the river' (Agemaki, Ch47, p.876); at dawn Niou takes in 'the inhospitable roar of the rapids,' 'the ancient bridge spanning the Uji River,' and 'banks every bit as wild and rough as the sound of the waves' (Ch47, p.897). Across the sequence the villa is where Hachinomiya dies (Ch46), where Ōigimi wastes away and dies (Ch47), where Naka no Kimi is wed and then leaves for the capital (Ch48), where Kaoru installs Ukifune (Ch50), and where, deceived between Kaoru and Niou, Ukifune resolves to drown herself in the river below (Ch51). Kaoru's farewell verse on its cypress pillar closes the villa's story (Tenarai, Ch53).",The Uji villa (the Eighth Prince's residence),,,FALSE,null
"The Umetsubo (Akikonomu's chambers, the plum courtyard)","The plum courtyard, palace residence of Akikonomu when she enters court as consort, from which she takes the name 'Umetsubo': fine ladies-in-waiting 'gathered at the Umetsubo, the chambers of the plum courtyard, so that the atmosphere of her salon was second to none' (E-awase, Ch17, 'A Contest of Illustrations,' p.319). The Umetsubo is the heart of the picture contest: its salon 'focused on collecting examples from tales of old that had the highest reputation' against the Kokiden lady's modern illustrations (Ch17, p.322), and Fujitsubo formally divides the gentlewomen into 'the Left' (Umetsubo) and 'the Right' (Kokiden) 'in the manner of a poetry contest' (Ch17, p.322). The chambers recur in Wakana ge (Ch34) as the now-Empress Akikonomu's base for ceremonial gifts and correspondence.","The Umetsubo (Akikonomu's chambers, the plum courtyard)",-200,300,FALSE,fictional without evidence
The Urin'in Temple (north of the capital),"The Urin'in, a temple north of the capital where Genji goes on retreat in Sakaki (Ch10, 'A Branch of Sacred Evergreen'): 'he decided to go on an excursion to view autumn fields and to pay a call on the Urin'in Temple north of the capital,' staying 'two or three days at the residence where his maternal uncle was secluded as a master priest,' passing the time 'reading sutras, performing religious devotions, and undergoing many profound and moving experiences' (Ch10, p.206). From here — close to the Kamo Shrine — he sends his covert letter to the Kamo Priestess Asagao. The four poems (10xx) are his autumn-retreat verses. Cf. 'The Kamo Shrine.'",The Urin'in Temple (north of the capital),-800,400,FALSE,historical
The Vice Governor of Hitachi's residence,"The wealthy capital residence of the Vice Governor of Hitachi, Ukifune's stepfather, where she is raised as a neglected stepdaughter, in Azumaya (Ch50, 'A Hut in the Eastern Provinces'). Though not 'intrinsically vulgar' — his forebears 'had been high-ranking officials' — the Vice Governor, being 'quite wealthy,' lived 'in a stylish, beautifully appointed residence and pursuing elegant pastimes' (Ch50, p.997), yet retained 'a peculiarly rough quality to his demeanor' and a slight accent from his upbringing in the Eastern Provinces (Ch50, p.997). The residence is the setting of the bush-clover exchange between Chūjō no Kimi and the jilting Lieutenant (Ch50); in Ukifune (Ch51) the mother receives her daughter's farewell poem here while confined by another daughter's childbirth. The house embodies the tension between provincial wealth and courtly refinement that shadows Ukifune's origins.",The Vice Governor of Hitachi's residence,,,FALSE,null
The barrier gate at Ōsaka (Ōsaka no seki),"The Ōsaka barrier gate on the road east, from which the Rokujō lady sends her reply as she journeys to Ise, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). Answering Genji's farewell poem (delivered as her procession passed his Nijō villa), 'her reply, which she sent from the barrier gate at Ōsaka, did not reach him until the following day' (Ch10, p.197). The single poem (10SK09) is this delayed reply, sent by messenger from the barrier — the last of their exchanges before she leaves the capital. Distinct from the Ōsaka Barrier crossing of Ch16 (Sekiya).",The barrier gate at Ōsaka (Ōsaka no seki),-50,2000,FALSE,historical
The boat departing Akashi,"The Akashi lady's boat as it leaves Akashi for the Ōi villa near the capital, in Matsukaze (Ch18, 'Wind in the Pines'). Persuaded at last to move, the lady travels 'discreetly by boat, and, at around eight in the morning... they set sail,' as 'the achingly beautiful morning mists over the bay... obscured the boat as it rowed away' (Ch18, p.333). Her mother the nun, leaving her husband the Priest behind forever, composes a parting verse likening herself to one 'rowed out to sea upon a fishing boat... a nun now, focused on that distant shore' (Ch18, p.333). The two poems are this sorrowful embarkation, the Priest left gazing after the boat 'as if his very spirit had left his body.'",The boat departing Akashi,-4000,1400,FALSE,historical
The capital (the Middle Captain's residence),"The capital home of the Middle Captain (Chūjō) — the former son-in-law of the younger nun at Ono — from which he conducts his courtship of Ukifune in Tenarai (Ch53, 'Practicing Calligraphy'). Visiting Ono on his trips to see his priest brother on Mount Hiei (Ch53, p.1133), he glimpses the rescued Ukifune and, taken with her, presses his suit through the nun and by letter from the capital — attentions Ukifune, resolved on renunciation, steadily rebuffs. The four poems (53TN09–10, 18–19) are this one-sided courtship exchange. The text dwells on his visits and letters rather than describing his residence, which serves chiefly as the origin-point of his messages to Ono. (Source-name note: this 'Middle Captain'/Chūjō corresponds to the source label 'Sakon no Shōshō,' a rank discrepancy already flagged for review; he is distinct from the Ch50 jilting Lieutenant who shares that source label.)",The capital (the Middle Captain's residence),,,FALSE,null
The former Hitachi Deputy's residence (in the capital),"The capital residence of Utsusemi (Genji's 'lady of the molted cicada shell') and her much older husband, the former Vice Governor of Iyo and then of Hitachi, in Sekiya (Ch16, 'The Barrier Gate'). After his four-year term in the provinces the couple return to the capital; on his deathbed the old man begs his sons to 'let her do as her heart desires' (Ch16, p.316). But his son the Governor of Kawachi, long attracted to her, presses 'advances that exposed his shockingly base intentions' (Ch16, p.316), and rather than face scandal Utsusemi quietly 'became a nun' (Ch16). (Note: the source label reads 'Hitachi Deputy'; Washburn's text calls the husband the 'Vice Governor of Hitachi.') The residence is undescribed; its significance is as the site of the harassment that drives Utsusemi to take vows.",The former Hitachi Deputy's residence (in the capital),250,-600,FALSE,fictional without evidence
The house across the Uji River (the Tachibana hideaway),"A rough, half-built house on the far side of the Uji River where Niou hides Ukifune for two snowbound days in Ukifune (Ch51, 'A Boat Cast Adrift'). It stood 'on a manor belonging to Tokikata's uncle, the Governor of Inaba,' and was 'still quite rough and incomplete,' furnished with 'rustic wickerwork screens and the like that did almost nothing to keep the wind out,' while 'patches of snow were melting around the base of the fence' and new snow drifted down (Ch51, p.1059). From it Niou can see, 'through breaks in the mist, the tops of the trees at the Uji villa' across the water. The hideaway's cramped rusticity forces the lovers into unusual intimacy — and its plainness, like Ukifune's own provincial upbringing, quietly measures the gulf between her and the princely Niou. Distinct from Yūgiri's grand across-river estate of Ch46.",The house across the Uji River (the Tachibana hideaway),,,FALSE,null
The household in Hizen Province (Tamakazura's Kyūshū home),"The household in Hizen Province, Kyūshū, where Tamakazura is raised in obscurity by her nurse's family after her mother Yūgao's death, in Tamakazura (Ch22, 'A Lovely Garland'). 'Now almost twenty and reaching the prime of her beauty, she lived in Hizen Province' (Ch22, p.408), besieged by unwanted suitors. Chief among them is the fearsome local warlord the Audit Officer (Taifu no Gen), whose 'unpleasantly coarse, direct manner was appalling,' his 'accent so thick that his speech was practically incomprehensible' (Ch22, p.408). The two poems (22xx) belong to his crude courtship — the threat that drives the family to flee back to the capital. The household marks the rustic 'hinterlands' upbringing that shadows the aristocratic Tamakazura.",The household in Hizen Province (Tamakazura's Kyūshū home),2000,2900,FALSE,historical
The late Retired Emperor's villa,"The villa of Genji's late father, the Retired Emperor, in the weeks after his death, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). His widows and concubines 'remained at his villa until the final memorial service on the forty-ninth day... After that they began to drift away one by one, like falling leaves, returning to their family residences' (Ch10, p.198). As Fujitsubo prepares to withdraw to her Sanjō home, 'the interior of the late Emperor's villa had grown hushed and deserted' amid swirling snow (Ch10, p.199); her brother Prince Hyōbu gazes at a snow-bowed five-needle pine and composes a poem (Ch10, p.199). The three poems (10SK11–13) are this melancholy dispersal — a great house emptying as an era ends.",The late Retired Emperor's villa,-100,1400,FALSE,fictional without evidence
The lustration procession (the carriage quarrel),"The festival viewing-ground on Ichijō Avenue, site of the famous carriage quarrel in Aoi (Ch9, 'Leaves of Wild Ginger'). Arriving late for the Kamo Festival, the men escorting Genji's pregnant wife shove aside carriages 'that had no guardsmen protecting them' — among them the incognito Rokujō lady's — relegating hers 'to a place behind them, where she could neither see nor be seen' (Ch9, p.163). 'Because the stands for her carriage shafts had been broken in the melee, they had to be propped up on the wheel hubs of some unknown carriages next to hers,' leaving her 'mortified' (Ch9, p.164). When Genji passes in the procession he goes 'coldly... without so much as a glance in her direction' (Ch9, p.165), deepening the humiliation that turns her jealousy murderous. Note: the poem catalogued here (09AO01) is in fact Genji's affectionate hair-trimming verse for Murasaki at Nijō on the festival morning (Ch9, p.166) — the quarrel scene itself carries no poem; the composition site differs from the quarrel and may warrant review.",The lustration procession (the carriage quarrel),-500,1000,FALSE,historical
The mountain temple above Uji (the ascetic's retreat),"The mountain retreat of the saintly ascetic (ajari), a 'master of esoteric Buddhism' who 'lived in the mountains at Uji' and, learning that Hachinomiya was practicing nearby, 'visited regularly' to guide his devotions (Hashihime, Ch45, 'The Divine Princess at Uji Bridge,' p.829). It is where the Eighth Prince goes into final retreat and dies (Ch46), and the ascetic helps arrange the memorial rites (Ch47). Its own poetic moment comes in Sawarabi (Ch48, 'Early Fiddlehead Greens'): the ascetic 'sent a letter to the Uji villa from his mountain retreat,' attached to 'a lovely basket filled with fiddlehead greens and horsetail shoots' — 'These are the first greens of spring, which our acolytes picked for memorial offerings' (Ch48, p.925) — the gift that gives the chapter its title and prompts Naka no Kimi's reply. Distinct from the Eighth Prince's villa below on the riverbank.",The mountain temple above Uji (the ascetic's retreat),,,FALSE,null
The nuns' residence at Ono,"The Ono home of the Bishop of Yokawa's family — his aged mother and his widowed younger sister, both nuns — at the foot of Mount Hiei, and the setting of most of Tenarai (Ch53, 'Practicing Calligraphy'; 28 poems across Ch53–54). Ukifune is not found here but near Uji: returning from a Hatsuse pilgrimage, the nuns shelter at 'an old imperial villa formerly used by the late Emperor Suzaku... just north of the Uji River' (Ch53, p.1121), and there discover her unconscious beneath a great tree behind the ruined hall. Revived, she is brought to the nuns' Ono residence, whose gentleness the narrator sets pointedly against Uji: 'The burbling mountain stream here was far more soothing than the rapids near the old villa at Uji. The Ono residence was elegantly designed, the trees surrounding it were more openly spaced and pleasant, and the flowers in the garden had been meticulously arranged to charmingly stylish effect' (Ch53, p.1131). Here Ukifune passes her days practicing calligraphy (tenarai, the chapter's title), fends off the courtship of the Middle Captain (the younger nun's former son-in-law), and at last takes Buddhist vows. In Yume no ukihashi (Ch54, 'A Floating Bridge in a Dream') Kaoru, having learned she is alive, hears the Bishop describe it as 'a peculiar, rustic abode' where his elderly mother lives as a nun (Ch54, p.1166), and sends his final, unanswered letter-poem to Ukifune here (54YU01). Distinct from the Ch39 Ono villa of the Second Princess.",The nuns' residence at Ono,,,FALSE,null
The nurse's residence (a ruined estate in the capital),"The ruined capital home of the young widow whom Genji recruits as wet-nurse for his infant Akashi daughter, in Miotsukushi (Ch14, 'Channel Markers'). Daughter of a former imperial lady-in-waiting and a Consultant, both now dead, she lives 'in considerably reduced circumstances' (Ch14, p.283): 'her residence, an enormous structure located within a stand of trees that lent the surroundings an indescribably eerie atmosphere, had fallen to ruin' (Ch14, p.284). Genji visits to persuade her, half-teasing, 'I just might change my mind and keep you here for myself.' The two poems (14MT01–02) are this recruitment exchange, in which she gently accuses him of using her only as a pretext 'to follow the one you really long to see' — the Akashi lady. She is then sent off in secret to Akashi.",The nurse's residence (a ruined estate in the capital),450,1000,FALSE,fictional without evidence
The palace,"A generic palace setting spanning two widely separated moments (5 poems, Ch8 and Ch43). In Hana no en (Ch8, 'A Banquet Celebrating Cherry Blossoms') it carries a court poem in the banquet's aftermath. In Kōbai (Ch43, 'Red Plum') it hosts the plum-branch courtship by which the Azechi Major Counselor Kōbai woos Niou for his daughter: 'Because Niou is fond of plum blossoms, I sent him a branch from the tree near the veranda on the east side—the one that's blooming so magnificently' (Ch43, p.798), the exchange trading on Niou's celebrated fragrance. The text treats the palace here as a familiar backdrop rather than describing it.",The palace,,,FALSE,null
The palace (Fujitsubo's withdrawal),"The palace as the site of Empress Fujitsubo's decision to renounce the world, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). Finding the court unbearable under the hostile Kokiden Consort after the Retired Emperor's death, and fearing for her young son, she resolves, 'I shall abdicate my title as Empress' (Ch10, p.205); on a last visit her six-year-old is 'warm and familiar around her' as she steels herself to take vows (Ch10, p.205). The passage dwells on her inner turmoil rather than on the palace's appearance.",The palace (Fujitsubo's withdrawal),-500,-300,FALSE,fictional without evidence
The palace (Genji's audience with Suzaku),"The palace scene of Genji's reconciliation with Emperor Suzaku after his return from exile, in Akashi (Ch13, 'The Lady at Akashi'). 'A summons from Suzaku arrived, and Genji went to the palace,' where the two 'conversed quietly well into the night' beneath a magnificent full moon 'on this fifteenth day of the month,' until 'Suzaku dissolved in tears' (Ch13, p.278). The reunion verses (13AK26/27) pass here; the emphasis falls on the emotional weight of the meeting rather than on the setting.",The palace (Genji's audience with Suzaku),-500,-100,FALSE,fictional without evidence
The palace (Niou's confinement),"Niou's palace quarters, where he is kept under watch after his secret Uji affair becomes known, in Agemaki (Ch47, 'A Bowknot Tied in Maiden's Loops'). As a retainer reports, 'Prince Niou has been confined to the palace and will not be allowed to make any more secret trips,' while His Majesty arranges his marriage to the Minister's daughter (Ch47, p.909). His winter letters to Naka no Kimi at Uji (47AM22/23) issue from this confinement. The place is defined by its function as a gilded restraint, not by description.",The palace (Niou's confinement),,,FALSE,null
The palace (Oborozukiyo's quarters),"Oborozukiyo's palace quarters in Sakaki (Ch10, 'A Branch of Sacred Evergreen'), after she rises to Principal Handmaid and is 'moved to the brighter, livelier Kokiden' (Ch10, p.200). Though married to Emperor Suzaku, she 'continued her highly secretive correspondence' with Genji (Ch10, p.200), and their affair — conducted here and in the nearby passageway — helps precipitate his exile. Her poem to Genji (10SK24/25) issues from these quarters (Ch10, p.211). Cf. 'The palace (the passageway near the Kokiden).'",The palace (Oborozukiyo's quarters),-300,150,FALSE,fictional with evidence
The palace (Tamakazura's Shōkyōden quarters),"Tamakazura's palace quarters during her brief service as Principal Handmaid, in Makibashira (Ch31, 'A Pillar of Cypress'). Emperor Reizei, smitten, seeks her out — 'Emperor Reizei's face in the moonlight was fair beyond description. He looked just like Genji' (Ch31, p.529) — and composes for her in person a verse of frustrated longing (Ch31, p.531), lamenting that her marriage to Higekuro has forestalled his hopes. She soon 'had to give up going to the palace' (Ch31). Washburn's text does not name the Shōkyōden hall as such, and the specific quarters are not described in the translation.",The palace (Tamakazura's Shōkyōden quarters),,,FALSE,null
The palace (the Ceremony of Parting),"The palace as the site of the Ceremony of Parting before the new High Priestess (Akikonomu) departs for Ise, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). Her mother, the Rokujō lady, accompanies her; returning to a palace she had 'last come here borne in a palanquin when she was to have become Empress,' she is 'reminded of the mutability of all things in this world' and, 'upon seeing the ninefold palace again,' composes a poem to herself (Ch10, p.196; 10SK07). The scene turns on memory and lost imperial hopes rather than on the ceremony's setting.",The palace (the Ceremony of Parting),-400,100,FALSE,fictional without evidence
The palace (the First Princess's chambers),"The chambers of the First Princess (the Akashi Empress's eldest daughter) at the palace, in Agemaki (Ch47, 'A Bowknot Tied in Maiden's Loops'). On a rainy winter day 'Niou went to the chambers of his sister, the First Princess, just as she and a few of her ladies-in-waiting were quietly looking over some drawings' (Ch47, p.907); catching a glimpse of her profile as her hair 'gently cascaded down,' he wishes 'that he were not as closely related to her.' He collects illustrations from her to send to Naka no Kimi at Uji (47AM21). The passage describes the intimacy of the scene, not the room.",The palace (the First Princess's chambers),,,FALSE,null
The palace (the ladies' picture debate before Fujitsubo),"An informal round of the picture contest held before Fujitsubo at the palace, in E-awase (Ch17, 'A Contest of Illustrations'), preliminary to the formal contest before Emperor Reizei. Relaxing her religious austerities to look at the illustrations, Fujitsubo 'divided them into two sides, the Left and the Right, in the manner of a poetry contest' (Ch17, p.322) — the Left drawn from the Umetsubo's gentlewomen, the Right from the Kokiden's — enjoying 'their clever, distinctive styles of argumentation.' The debate verses (17EA05–07) are composed here. Cf. 'The Umetsubo' and 'The Kokiden.'",The palace (the ladies' picture debate before Fujitsubo),200,-300,FALSE,fictional without evidence
The palace (the passageway near the Kokiden),"The narrow palace passageway near the Kokiden where Genji and Oborozukiyo first met, and where they resume their affair in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). During Suzaku's ritual abstinence her attendant Chūnagon 'managed to arrange a tryst for them in that narrow passageway where they had first met long ago' (Ch10, p.201), 'nervewracking' because they were 'closer to the veranda than usual' with people about. The verses 10SK14/15 pass here; the place is defined by risk and clandestine memory. Cf. 'The palace (Oborozukiyo's quarters)' and 'The Kokiden' (Ch8).",The palace (the passageway near the Kokiden),-300,-150,FALSE,fictional without evidence
The road at Akashi (en route to the Lady's villa),"The moonlit shore road at Akashi that Genji rides to reach the Akashi lady's hillside villa, in Akashi (Ch13, 'The Lady at Akashi'). Setting out on horseback on the thirteenth of the eighth month under a near-full moon, 'from the road he could see all around the shore, and the moonlight reflecting off the inlets' recalled to him an old verse about scenes to be viewed with 'dear companions' — which at once 'brought his beloved Murasaki to mind,' so that 'he immediately felt the urge to ride on past the villa and continue on to the capital' (Ch13, p.269). The single poem is the verse he murmurs on the road, 'Take flight, my stallion, with autumn moon reflecting.' A transient site defined by moonlight, longing, and divided desire.",The road at Akashi (en route to the Lady's villa),1200,-3500,FALSE,historical
The road by the Lower Kamo Shrine,"The point on Genji's exile route where his party comes within sight of the Lower Kamo Shrine, in Suma (Ch12, 'The Coast at Suma'). A young Lesser Captain in his escort — who had once served on the day of the Kamo Purification procession and been 'passed over time and again for promotions' because of his loyalty to Genji — 'catching sight of the Lower Kamo Shrine in the distance... dismounted, took the reins of Genji's mount and composed a verse' (Ch12, p.234): recalling 'those leaves of wild ginger that adorned our caps' on that sacred day, he laments 'How cruel the gods of the Kamo Shrine now seem.' The single poem (12SM11) is his bitter farewell to lost favor. Immediately paired with Genji's own prayer at the shrine (see 'The Kamo Shrine (Tadasu Woods),' 12SM12).",The road by the Lower Kamo Shrine,-600,950,FALSE,historical
The shore at Suma (the purification site),"The Suma seashore where Genji performs a purification ritual on the Day of the Serpent, early in the third month, in Suma (Ch12, 'The Coast at Suma'). He 'headed down to the sea,' had 'simple soft blinds erected to create a temporary enclosure,' and summoned a yin-yang diviner; 'a large doll to which all defilements and malign spirits had been transferred was placed in a boat and set adrift on the waves,' and 'watching it float away, Genji was reminded of his own fate' (Ch12, p.252). His two poems (12xx) liken him to 'a ritual doll drifting out into an unknown expanse of sea.' No sooner is the rite done than the great storm breaks: 'the waves broke with terrifying power... with each flash of lightning and crash of thunder, the surface of the sea shimmered like a silk quilt' (Ch12, p.253) — the tempest that will drive Genji on to Akashi.",The shore at Suma (the purification site),1200,-2500,FALSE,historical
The site of Lady Rokujō's healing rites,"The Rokujō lady's residence, where she undergoes prayers and rites during the period when her living spirit is unknowingly tormenting Genji's pregnant wife Aoi, in Aoi (Ch9, 'Leaves of Wild Ginger'). Depressed and 'lying prone in her suffering,' she has her attendants 'commission prayers and rites' (Ch9, p.170). Afterward she is horrified to find proof of her own possession clinging to her: 'her robes reeked of the smell of the poppy seeds that exorcists burn to drive out a lingering spirit. Strangely, the smell would not dissipate... no matter how often she tried washing her hair and changing her robes' (Ch9, p.173) — one of the tale's most uncanny images. The two poems (09AO07–08) belong to this anguished, spirit-haunted interval.",The site of Lady Rokujō's healing rites,1200,-600,FALSE,historical
The small house near Sanjō (Ukifune's hideaway),"A modest, half-finished house that Chūjō no Kimi (Ukifune's mother) keeps for directional retreats, where she hides Ukifune after Niou's intrusion at Nijō in Azumaya (Ch50, 'The Eastern Cottage'). The narrator marks its humbleness: it is 'a stylish house in the vicinity of Sanjō, but because it was still under construction it was not yet completely furnished' (Ch50, p.1025), and a translator's note observes that its cheap plank door (yarido) lends 'a rustic, countrified atmosphere' underscoring the gulf between Kaoru's rank and Ukifune's. It is near — but pointedly distinct from — Kaoru's own grand Sanjō residence. Kaoru finds Ukifune here and carries her off to Uji; the chapter's title poem (azumaya, 'a hut in the Eastern Provinces') is composed at this house (Ch50, p.1032). The text says little else of its appearance — the point being precisely its plainness.",The small house near Sanjō (Ukifune's hideaway),,,FALSE,null
The temporary shrine at Nonomiya (the plains of Sagano),"The temporary purification shrine (Nonomiya) on the plains of Sagano, west of the capital, where the Rokujō lady and her daughter the new Ise High Priestess seclude themselves before departing for Ise — the setting of the celebrated autumn farewell in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). Crossing 'the broad plains of Sagano,' Genji finds 'the autumn flowers were withering, and the lonely sound of the wind in the pine trees harmonized with the rasping cries of insects' (Ch10, p.192). The shrine is austere and holy: 'A scattering of temporary dwellings roofed with wood-plank shingles stood inside a low, fragile, rustic-looking enclosure of brushwood. The torii gate was made of logs that had not been stripped of their bark, creating an atmosphere of solemnity' (Ch10, p.193), the sacred fire glowing faintly, few people about. Here Genji, bearing a branch of sakaki (sacred evergreen) that gives the chapter its name, makes his poignant last visit to the Rokujō lady across a screen. The 6 poems are their farewell exchange, charged with regret and finality.",The temporary shrine at Nonomiya (the plains of Sagano),-800,-600,FALSE,historical
The Ōi villa (the Akashi Lady's residence near Katsura),"The riverside villa on the Ōi River to which the Akashi lady moves from Akashi, in Matsukaze (Ch18, 'Wind in the Pines') and Usugumo (Ch19, 'A Thin Veil of Clouds'). Once the estate of the Akashi nun's grandfather, the late Prince Nakatsukasa, it had 'gradually fallen into a state of disrepair' (Ch18, p.329) before Genji restores it. Because 'it overlooks the river, the place resembles that residence on the shore at Akashi' (Ch18, p.330): 'the main hall... was plain and simple in design and situated within the shade of an indescribably lovely pine grove on the banks of the river,' its 'resemblance to a mountain village' making 'a beautiful impression' (Ch18, p.330); 'the grove of pines that encircled the estate reminded them of their residence in Akashi. It felt as though they had not moved at all' (Ch18, p.333). The wind in these pines gives the chapter its name. With 12 poems, it is the most poetically active of the outlying villas: here Genji visits the Akashi lady and their little daughter, and here (Ch19) the wrenching decision is made to give the child up to Murasaki in the capital. Near Genji's own Katsura villa (see 'Genji's Katsura villa').",The Ōi villa (the Akashi Lady's residence near Katsura),1400,-900,FALSE,historical
The Ōsaka Barrier (the gatehouse at Ōsaka Pass),"The barrier gate at Ōsaka Pass, where Genji and Utsusemi's party cross paths in Sekiya (Ch16, 'The Barrier Gate'). 'On the very day the Vice Governor was scheduled to reach the barrier gate at Ōsaka Pass on his way home' from Hitachi, Genji was setting out for Ishiyama Temple (Ch16, p.314); Utsusemi's party pulls their carriages 'up the slope just below the barrier gate' and waits 'beneath the cedar trees' to let his procession pass (Ch16, p.314). Genji sends a message to Utsusemi via her younger brother — 'Can you ignore the fact that I came to meet you at the barrier gate today?' (Ch16, p.314). The poem (16SY01), which puns on Ōsaka ('hill of meeting'), passes here by messenger. A chance roadside reunion of former lovers.",The Ōsaka Barrier (the gatehouse at Ōsaka Pass),2000,-50,FALSE,historical
Tō no Chūjō's billet at the palace,"Tō no Chūjō's on-duty lodging at the palace, where 'he had been waiting to go on duty for the Palace Guard' (Momiji no ga, Ch7, 'An Imperial Celebration of Autumn Foliage,' p.151). It figures in the mock-combat aftermath of the Gen no Naishi farce: after the two friends tear each other's robes, Tō no Chūjō 'wrapped up the piece of cloth from Genji's sleeve and returned it' from his billet with a teasing note (Ch7, p.151), and their reconciling verses pass here. The text describes the billet only as a guardsman's waiting-room; its interest is wholly the byplay between the two rivals.",Tō no Chūjō's billet at the palace,-200,600,FALSE,fictional without evidence
Tō no Chūjō's residence,"Tō no Chūjō's own mansion (on Nijō, named in Ch39), home to his large brood and a recurring stage across ten chapters (33 poems). Its signal poetic scene is the wisteria banquet of Fuji no uraba (Ch33, 'Shoots of Wisteria Leaves'), by which Tō no Chūjō at last relents and welcomes Yūgiri as Kumoinokari's husband, ending their long-thwarted romance. His garden wisteria 'bloomed in wild profusion at the beginning of the fourth month,' its color 'unusually brilliant this year' (Ch33, p.551), and he stages a music party to show it off, sending Kashiwagi with the invitation to Yūgiri; the men 'moved out to the veranda to admire the wisteria' (Ch33, p.553), where the host murmurs the title-line, 'Shoots of wisteria leaves . . .' (Ch33, p.553), cueing Kashiwagi to break off a long cluster of blossoms and present it. The residence is also where Kashiwagi sickens and dies (Ch34–36). Distinct from his son Kōbai's villa (Ch43).",Tō no Chūjō's residence,-300,1400,FALSE,fictional without evidence
Uji (Niou's maple-viewing excursion),"The Uji River and the villa's environs during Niou's autumn maple-viewing excursion in Agemaki (Ch47, 'A Bowknot Tied in Maiden's Loops'). Around the first of the tenth month Kaoru tempts Niou to Uji 'by remarking how delightful the fishing weir was at this time of year and suggesting that the Prince should go on an excursion to view the autumn foliage' (Ch47, p.902). Word leaks and the outing swells into a grand party: 'the delightful sounds of music could be heard from the boats being punted up and down the river,' and the sisters glimpse through the mist 'the brocadelike thatch of autumn leaves that decorated the roof of the boat' (Ch47, p.902). But a second large party arrives, and the thwarted Niou can only send a letter across to the villa — to which the anxious younger Princess dares not reply (Ch47, p.903), leaving Ōigimi 'even more devastated.' The excursion's poems turn on longing across an uncrossable stretch of water. Distinct from the Ch51 boat crossing and hideaway.",Uji (Niou's maple-viewing excursion),,,FALSE,null
Yūgao's House on Gojō,"The humble house on Gojō Avenue where Genji first glimpses Yūgao, in Yūgao (Ch4, 'The Lady of the Evening Faces'). Waiting outside his ailing nurse's house next door, he notices 'white flowers... blooming' on a vine over a board fence, and a guard names them: 'Those white flowers, my lord? They're called evening faces. Their name would suggest a person of some consequence, and yet here they are blooming in front of this run-down, rustic dwelling!' (Ch4, p.56). A fan bearing a poem is sent out to him from within (Ch4, p.57), beginning the affair. The four poems (04xx) launch from this fateful, flower-framed encounter with the mysterious lady of Gojō.",Yūgao's House on Gojō,950,-200,FALSE,fictional with evidence
Yūgao's Original House,"The dwelling of Tō no Chūjō's 'wild pink' — the lover he describes in the rainy-night discussion of women in Hahakigi (Ch2, 'Broom Cypress'), later revealed to be Yūgao. He recalls a tender exchange over their little daughter, likening the child to a nadeshiko (wild pink) and the mother to tokonatsu ('never-ending summer'): 'there is none dearer than my little wild pink' (Ch2, p.33). The three poems (02HH05–07) are this tokonatsu/nadeshiko exchange. This is where the lady lived before she was frightened into hiding by Tō no Chūjō's jealous principal wife and vanished — the disappearance that sets up Genji's discovery of her in Ch4. Not physically described; it is the emotional origin-point of the Yūgao story.",Yūgao's Original House,100,-1000,FALSE,projected
